,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
10175,10585588.0,265000.0,9890.0,apartment,apartment,gavere,Urban,76.0,1.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10176,10585600.0,311000.0,9890.0,apartment,apartment,gavere,Urban,97.0,2.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10177,10585607.0,323500.0,9890.0,apartment,apartment,gavere,Urban,97.0,2.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10178,10598419.0,330000.0,2150.0,apartment,apartment,borsbeek,,162.0,3.0,1.0,1991.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,238.0,C,Gas,1.0,3.0,1.0,4,1.0,1,0
10179,10585598.0,351000.0,9890.0,apartment,apartment,gavere,Urban,112.0,3.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10180,10585606.0,355000.0,9890.0,apartment,apartment,gavere,Urban,111.0,3.0,2.0,2021.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10181,10585605.0,355000.0,9890.0,apartment,apartment,gavere,Urban,110.0,2.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10182,10585595.0,361000.0,9890.0,apartment,apartment,gavere,Urban,126.0,2.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10183,10585592.0,366000.0,9890.0,apartment,apartment,gavere,Urban,126.0,3.0,2.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10184,10585586.0,405000.0,9890.0,apartment,apartment,gavere,Urban,165.0,2.0,2.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,1,0
10185,10585604.0,421000.0,9890.0,apartment,duplex,gavere,Urban,146.0,3.0,2.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,0,1
10186,10585602.0,426000.0,9890.0,apartment,duplex,gavere,Urban,148.0,3.0,2.0,2021.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,A,Gas,1.0,4.0,2.0,11,0.0,0,1
10187,10598670.0,565000.0,1800.0,apartment,penthouse,vilvoorde,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,0,1
10188,10598669.0,565000.0,1800.0,apartment,flat studio,vilvoorde,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,1,0
10189,10598668.0,565000.0,1800.0,apartment,loft,vilvoorde,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,1,0
10190,10598667.0,565000.0,1800.0,apartment,duplex,vilvoorde,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,0,1
10191,10598658.0,565000.0,1800.0,apartment,apartment,vilvoorde,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,1,0
10192,10598660.0,565000.0,1830.0,apartment,apartment,machelen,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,1,0
10193,10598661.0,565000.0,1850.0,apartment,apartment,grimbergen,,230.0,3.0,2.0,2012.0,2.2,0.0,0.0,0.0,1.0,38.0,0.0,0.0,111.0,B,Gas,1.0,3.0,2.0,3,1.0,1,0
10194,10177393.0,675000.0,1000.0,apartment,apartment,bruxelles ville,Urban,98.0,1.0,1.0,2022.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,57.0,B,Gas,1.0,4.0,0.0,1,1.0,1,0
10195,10582158.0,1537000.0,1050.0,apartment,apartment,ixelles,Urban,160.0,2.0,2.0,2015.0,2.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,63.0,B,Gas,1.0,4.0,2.0,1,1.0,1,0
10196,10454955.0,1839000.0,1050.0,apartment,apartment,ixelles,Urban,203.0,3.0,2.0,2015.0,2.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,63.0,B,Gas,1.0,4.0,0.0,1,1.0,1,0
10197,10619619.0,79000.0,4000.0,apartment,flat studio,liège,,35.0,1.0,1.0,1968.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,C,Gas,1.0,2.0,0.0,6,1.0,1,0
10198,10621123.0,145000.0,3090.0,apartment,apartment,overijse,Urban,34.0,1.0,1.0,2010.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,214.0,C,Electric,1.0,3.0,0.0,3,1.0,1,0
10199,10619375.0,279000.0,1850.0,apartment,apartment,grimbergen,Urban,78.0,2.0,1.0,1990.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,D,Electric,0.8,3.0,2.0,3,1.0,1,0
10200,10402713.0,379000.0,8370.0,apartment,apartment,blankenberge,Urban,91.0,2.0,1.0,2009.0,2.4,0.0,1.0,0.0,1.0,20.2,0.0,0.0,205.0,C,Gas,1.0,3.0,0.0,10,0.0,1,0
10201,10615814.0,325000.0,9800.0,apartment,apartment,deinze,Urban,95.0,2.0,1.0,2021.0,3.2,0.0,0.0,0.0,1.0,16.0,0.0,0.0,19632000732465.2,Not specified,Gas,1.0,4.0,0.0,11,0.0,1,0
10202,10615812.0,420000.0,9800.0,apartment,apartment,deinze,Urban,82.0,2.0,1.0,2023.0,3.2,0.0,0.0,0.0,1.0,29.0,1.0,25.0,19632000732465.2,Not specified,Gas,1.0,4.0,0.0,11,0.0,1,0
10204,10590076.0,550000.0,1060.0,apartment,apartment,sint-gillis,Urban,92.0,2.0,1.0,2018.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,B,Gas,1.0,4.0,1.0,1,1.0,1,0
10205,10616411.0,168000.0,6150.0,apartment,apartment,anderlues,Urban,83.0,2.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,18.6,0.0,0.0,375.0,E,Electric,1.0,2.0,3.0,8,0.0,1,0
10206,10616412.0,168000.0,7170.0,apartment,apartment,manage,Urban,83.0,2.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,3.8,0.0,0.0,375.0,E,Electric,1.0,2.0,2.0,8,0.0,1,0
10207,10616311.0,262000.0,1160.0,apartment,apartment,auderghem,"Living area (residential, urban or rural)",75.0,2.0,1.0,1964.0,4.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,202.0,D,Gas,1.0,3.0,0.0,1,1.0,1,0
10208,10616365.0,435000.0,2018.0,apartment,apartment,antwerp,Urban,121.0,3.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,19632000732547.8,Not specified,Gas,1.0,4.0,2.0,4,0.0,1,0
10209,10605610.0,129000.0,4430.0,apartment,apartment,ans,"Living area (residential, urban or rural)",69.0,2.0,1.0,1978.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,D,Gas,0.6,1.0,1.0,6,1.0,1,0
10210,10607877.0,169900.0,9200.0,apartment,apartment,dendermonde,,86.0,2.0,1.0,1995.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,C,Gas,1.0,3.0,1.0,11,0.0,1,0
10211,10607098.0,180000.0,4000.0,apartment,apartment,liège,,72.0,2.0,1.0,1958.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,161.0,B,Gas,1.0,3.0,0.0,6,1.0,1,0
10212,10605945.0,195000.0,1060.0,apartment,flat studio,saint-gilles,Urban,40.0,2.0,1.0,1960.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,F,Gas,1.0,4.0,1.0,1,1.0,1,0
10213,10606089.0,260000.0,1000.0,apartment,apartment,bruxelles,Isolated,86.0,2.0,1.0,1924.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,609.0,G,Gas,1.0,3.0,0.0,1,1.0,1,0
10214,10526458.0,260000.0,1090.0,apartment,apartment,jette,"Living area (residential, urban or rural)",70.0,2.0,1.0,1906.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,G,Gas,1.0,3.0,0.0,1,1.0,1,0
10215,10605076.0,265000.0,1150.0,apartment,apartment,woluwe-saint-pierre,Isolated,74.0,2.0,1.0,1965.0,2.6,0.0,0.0,0.0,1.0,8.0,0.0,0.0,83.0,B,Gas,0.0,4.0,0.0,1,1.0,1,0
10216,10606088.0,270000.0,1000.0,apartment,apartment,bruxelles,Isolated,86.0,2.0,1.0,1924.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,215.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
10217,10607021.0,275000.0,2830.0,apartment,apartment,willebroek,,70.0,2.0,1.0,2010.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,97.0,A,Gas,1.0,3.0,1.0,4,0.0,1,0
10218,10605986.0,299000.0,1190.0,apartment,apartment,forest,Isolated,120.0,3.0,1.0,1905.0,2.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,593.0,G,Gas,1.0,3.0,0.0,1,0.0,1,0
10219,10606009.0,317500.0,1000.0,apartment,duplex,bruxelles,Urban,106.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,152.0,D,Gas,1.0,4.0,0.0,1,1.0,0,1
10220,10606010.0,317500.0,1081.0,apartment,duplex,koekelberg,Urban,106.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,152.0,D,Gas,1.0,4.0,0.0,1,1.0,0,1
10221,10606011.0,317500.0,1082.0,apartment,duplex,berchem-sainte-agathe,Urban,106.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,152.0,D,Gas,1.0,4.0,0.0,1,1.0,0,1
10222,10605785.0,345000.0,1180.0,apartment,apartment,uccle,Isolated,99.0,2.0,1.0,1982.0,3.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,299.0,F,Gas,1.0,3.0,1.0,1,1.0,1,0
10223,10605705.0,545000.0,1180.0,apartment,apartment,uccle,"Living area (residential, urban or rural)",126.0,2.0,1.0,1937.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,270.0,E,Gas,1.0,3.0,2.0,1,1.0,1,0
10224,10610568.0,159900.0,9140.0,apartment,apartment,temse,,84.0,2.0,1.0,1975.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,D,,1.0,2.0,2.0,11,0.0,1,0
10225,10610265.0,450000.0,1040.0,apartment,apartment,etterbeek,Urban,117.0,2.0,1.0,1955.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,F,Gas,1.0,4.0,0.0,1,1.0,1,0
10226,10594525.0,247000.0,9280.0,apartment,apartment,lebbeke,,100.0,2.0,1.0,1978.0,2.0,0.0,0.0,1.0,1.0,3.6,1.0,280.0,440.0,E,Electric,1.0,3.0,7.0,11,0.0,1,0
10227,10617282.0,250000.0,1400.0,apartment,apartment,nivelles,Urban,63.0,1.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,19632000732662.4,B,Gas,1.0,4.0,0.0,2,0.0,1,0
10228,10613523.0,135000.0,1200.0,apartment,flat studio,woluwe-saint-lambert,Isolated,30.0,1.8,1.0,1998.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,G,Gas,1.0,3.0,0.0,1,1.0,1,0
10229,10615679.0,145000.0,1030.0,apartment,apartment,schaerbeek,,52.0,1.0,1.0,1964.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,D,Gas,1.0,2.0,0.0,1,1.0,1,0
10230,10613519.0,275000.0,1000.0,apartment,flat studio,bruxelles,Isolated,52.0,2.2,1.0,2015.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
10231,10619662.0,290000.0,1060.0,apartment,apartment,saint-gilles,Urban,82.0,1.0,1.0,1900.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,249.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
10232,10620191.0,335000.0,1200.0,apartment,apartment,woluwe-saint-lambert,Isolated,100.0,3.0,1.0,1970.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,237.0,E,,1.0,3.0,0.0,1,1.0,1,0
10233,10619556.0,500000.0,9820.0,apartment,duplex,merelbeke,,130.0,2.0,2.0,2001.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,147.0,B,Gas,1.0,3.0,1.0,11,1.0,0,1
10234,10601979.0,185000.0,1080.0,apartment,apartment,molenbeek-saint-jean,"Living area (residential, urban or rural)",85.0,1.0,1.0,1970.0,2.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,220.0,E,Gas,1.0,2.0,1.0,1,1.0,1,0
10235,10603125.0,227000.0,9340.0,apartment,apartment,lede,"Living area (residential, urban or rural)",88.0,2.0,1.0,1997.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,232.0,C,Electric,1.0,3.0,0.0,11,0.0,1,0
10236,10603232.0,285000.0,1180.0,apartment,apartment,uccle,Urban,80.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,424.0,G,Gas,1.0,2.0,0.0,1,1.0,1,0
10237,10591097.0,297000.0,1410.0,apartment,apartment,waterloo,Urban,58.0,1.0,1.0,2025.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,15.0,A+,Gas,1.0,4.0,73.0,2,0.0,1,0
10238,10602644.0,317500.0,1080.0,apartment,duplex,molenbeek-saint-jean,Urban,106.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,152.0,D,Gas,1.0,4.0,0.0,1,1.0,0,1
10239,10602956.0,325000.0,1040.0,apartment,apartment,etterbeek,"Living area (residential, urban or rural)",75.0,2.0,1.0,1998.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,E,Electric,1.0,3.0,1.0,1,1.0,1,0
10240,10601974.0,345000.0,1160.0,apartment,penthouse,auderghem,"Living area (residential, urban or rural)",106.0,2.0,1.0,1964.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,194.0,D,Fuel oil,1.0,4.0,1.0,1,1.0,0,1
10241,10604356.0,425000.0,1180.0,apartment,apartment,uccle,Urban,130.0,2.0,2.0,1960.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,145.0,C,Fuel oil,1.0,2.0,0.0,1,1.0,1,0
10242,10591096.0,530000.0,1410.0,apartment,apartment,waterloo,Urban,117.0,2.0,2.0,2025.0,4.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,15.0,A+,Gas,1.0,4.0,73.0,2,0.0,1,0
10243,10591095.0,605000.0,1410.0,apartment,apartment,waterloo,Urban,135.0,3.0,2.0,2025.0,4.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,15.0,A+,Gas,1.0,4.0,73.0,2,0.0,1,0
10244,10603651.0,695000.0,1180.0,apartment,apartment,uccle,Isolated,170.0,2.0,1.0,1975.0,3.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,94.0,B,Gas,1.0,4.0,2.0,1,1.0,1,0
10245,10609320.0,449000.0,3020.0,apartment,apartment,herent,Urban,90.0,2.0,1.0,2021.0,4.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,55.0,A,,1.0,4.0,2.0,3,1.0,1,0
10246,10593414.0,155000.0,1030.0,apartment,flat studio,schaerbeek,"Living area (residential, urban or rural)",32.0,2.4,1.0,1983.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,364.0,G,Gas,1.0,3.0,0.0,1,1.0,1,0
10248,10593366.0,359000.0,1200.0,apartment,apartment,woluwe-saint-lambert,Isolated,127.0,3.0,2.0,1989.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,174.0,D,Gas,1.0,2.0,2.0,1,1.0,1,0
10250,10612668.0,310000.0,1000.0,apartment,apartment,bruxelles,Urban,69.0,1.0,1.0,1970.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
10251,10616305.0,140000.0,1050.0,apartment,flat studio,ixelles,Urban,30.0,1.4,1.0,1920.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,G,,1.0,3.0,0.0,1,1.0,1,0
10252,10616306.0,220000.0,1050.0,apartment,apartment,ixelles,Urban,51.0,1.0,1.0,1920.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,F,,1.0,3.0,0.0,1,1.0,1,0
10253,10522898.0,220000.0,1080.0,apartment,apartment,molenbeek-st-jean,"Living area (residential, urban or rural)",120.0,2.0,1.0,1968.0,4.0,0.0,0.0,0.0,1.0,24.0,1.0,200.0,126.0,C,Gas,1.0,4.0,1.0,1,1.0,1,0
10254,10617224.0,229000.0,4000.0,apartment,apartment,liege,Urban,100.0,2.0,1.0,1960.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,116.0,B,Gas,1.0,4.0,0.0,6,1.0,1,0
10255,10602121.0,245000.0,9800.0,apartment,apartment,deinze,Urban,61.0,1.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,A,,1.0,4.0,0.0,11,0.0,1,0
10256,10616265.0,320000.0,8790.0,apartment,apartment,waregem,,90.0,2.0,1.0,2018.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,A,Gas,1.0,3.0,1.0,10,0.0,1,0
10257,10602124.0,325000.0,9800.0,apartment,apartment,deinze,Urban,95.0,2.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,A,,1.0,4.0,0.0,11,0.0,1,0
10258,10602122.0,370000.0,9800.0,apartment,apartment,deinze,Urban,96.0,2.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,A,,1.0,4.0,0.0,11,0.0,1,0
10259,10602123.0,415000.0,9800.0,apartment,apartment,deinze,Urban,82.0,2.0,1.0,2024.0,2.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,1.0,A,,1.0,4.0,0.0,11,0.0,1,0
10260,10602345.0,449000.0,1000.0,apartment,apartment,bruxelles,Urban,96.0,2.0,1.0,2003.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,116.0,C,Gas,1.0,4.0,2.0,1,1.0,1,0
10261,10547439.0,699000.0,1060.0,apartment,duplex,sint-gillis,,170.0,2.0,2.0,1970.6,2.0,0.0,0.0,0.0,1.0,16.0,1.0,90.0,282.0,F,Gas,1.0,4.0,0.0,1,1.0,0,1
10262,10602000.0,1674000.0,1933.0,apartment,penthouse,sterrebeek,Isolated,218.0,4.0,1.0,2020.0,2.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,45.0,A,,1.0,4.0,4.0,3,0.0,0,1
10263,10600698.0,185000.0,1082.0,apartment,apartment,berchem-sainte-agathe,"Living area (residential, urban or rural)",85.0,1.0,1.0,1970.0,2.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,220.0,E,Gas,1.0,2.0,1.0,1,1.0,1,0
10264,10601164.0,227500.0,1070.0,apartment,apartment,anderlecht,,85.0,1.0,1.0,1980.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,G,Gas,0.0,2.0,1.0,1,1.0,1,0
10265,10589043.0,374000.0,1340.0,apartment,apartment,ottignies-louvain-la-neuve,Urban,150.0,2.0,1.0,2022.0,4.0,0.0,0.0,0.0,1.0,8.0,1.0,80.0,122.0,B,Gas,1.0,4.0,0.0,2,0.0,1,0
10266,10599836.0,374500.0,1000.0,apartment,apartment,bruxelles,Urban,105.0,2.0,1.0,1940.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
10267,10589042.0,465000.0,1340.0,apartment,apartment,ottignies-louvain-la-neuve,Urban,130.0,2.0,2.0,2022.0,4.0,0.0,0.0,0.0,1.0,8.0,1.0,80.0,122.0,B,Gas,1.0,4.0,2.0,2,0.0,1,0
10268,10607075.0,239000.0,8370.0,apartment,apartment,blankenberge,Landscape,57.0,1.0,1.0,2000.0,2.2,0.0,0.0,0.0,1.0,1.2,0.0,0.0,106.0,B,Gas,1.0,3.0,0.0,10,0.0,1,0
10269,10607073.0,279000.0,8370.0,apartment,apartment,blankenberge,,96.0,2.0,1.0,2007.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,B,Gas,1.0,3.0,0.0,10,0.0,1,0
10270,10607074.0,349000.0,8370.0,apartment,apartment,blankenberge,Landscape,85.0,2.0,1.0,1970.0,2.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,340.0,D,Gas,1.0,3.0,0.0,10,0.0,1,0
10271,10606055.0,395000.0,8620.0,apartment,apartment,nieuwpoort,,88.0,2.0,1.0,1999.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,153.0,B,Electric,1.0,3.0,0.0,10,0.0,1,0
10272,10592578.0,195000.0,2660.0,apartment,apartment,hoboken,,90.0,2.0,1.0,1981.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,220.0,C,Gas,1.0,3.0,1.0,4,0.0,1,0
10273,10590579.0,198000.0,1083.0,apartment,apartment,ganshoren,Urban,100.0,3.0,1.0,1967.0,2.0,0.0,0.0,0.0,1.0,26.2,0.0,0.0,169.0,D,Gas,1.0,1.0,0.0,1,1.0,1,0
10274,10591130.0,205000.0,4500.0,apartment,apartment,huy,,95.0,2.0,1.2,2002.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,C,Gas,1.0,3.0,1.0,6,0.0,1,0
10275,10592446.0,229500.0,2930.0,apartment,apartment,brasschaat,,96.0,2.0,1.0,1976.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,131.0,B,Gas,1.0,3.0,0.0,4,1.0,1,0
10278,10591561.0,269000.0,2100.0,apartment,apartment,deurne,,103.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,171.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
10279,10591563.0,269000.0,2140.0,apartment,apartment,borgerhout,,103.0,2.0,1.0,1930.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,171.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
10281,10591590.0,295000.0,3720.0,apartment,apartment,kortessem,,84.0,2.0,1.0,2008.0,2.6,0.0,0.0,0.0,1.0,14.0,0.0,0.0,98.0,A,Gas,1.0,3.0,1.0,5,0.0,1,0
10282,10592391.0,330000.0,2100.0,apartment,apartment,deurne,,162.0,3.0,1.0,1991.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,238.0,C,Gas,1.0,3.0,1.0,4,0.0,1,0
10285,10590740.0,395000.0,4000.0,apartment,penthouse,liege,Urban,148.0,3.0,1.0,1967.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,500.0,F,Gas,1.0,2.0,0.0,6,1.0,0,1
10291,10612822.0,363825.0,9800.0,apartment,apartment,deinze,Urban,94.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,25.4,1.0,A,Gas,1.0,3.8,21.0,11,0.0,1,0
10292,10616833.0,275000.0,1420.0,apartment,apartment,braine-l'alleud,Isolated,66.0,1.0,1.0,2025.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,50.0,A,Gas,1.0,4.0,106.0,2,1.0,1,0
10293,10616832.0,369000.0,1420.0,apartment,apartment,braine-l'alleud,Isolated,92.0,2.0,1.0,2025.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,50.0,A,Gas,1.0,4.0,106.0,2,1.0,1,0
10294,10615541.0,130000.0,6180.0,apartment,apartment,courcelles,,62.0,1.0,1.0,2013.8,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,146.0,B,Gas,1.0,3.0,0.0,8,1.0,1,0
10295,10614317.0,199000.0,1140.0,apartment,apartment,evere,Urban,85.0,2.0,1.0,1966.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,99.0,C,Gas,1.0,1.0,1.0,1,1.0,1,0
10296,10039396.0,215000.0,1200.0,apartment,apartment,woluwÉ-saint-lambert,,65.0,1.0,1.0,1971.0,2.6,0.0,0.0,0.0,1.0,21.6,0.0,0.0,144.0,C,Gas,0.0,3.0,0.0,1,1.0,1,0
10297,10614606.0,219000.0,2600.0,apartment,ground floor,berchem,Urban,57.0,1.0,1.0,1960.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,D,Gas,1.0,3.0,0.0,4,0.0,1,0
10298,10599375.0,220000.0,9890.0,apartment,service flat,gavere,Countryside,56.0,1.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,92.0,A,,1.0,4.0,0.0,11,0.0,1,0
10299,10615882.0,249000.0,2660.0,apartment,apartment,antwerp,,90.0,2.0,1.2,2009.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,78.0,A,,1.0,4.0,0.0,4,0.0,1,0
10300,10615180.0,285000.0,9030.0,apartment,penthouse,mariakerke,,248.0,5.0,1.0,1990.0,2.0,0.0,0.0,0.0,1.0,3.2,0.0,0.0,230.0,C,Gas,1.0,2.0,0.0,11,0.0,0,1
10301,10615176.0,310000.0,4000.0,apartment,apartment,liège,,130.0,2.0,1.0,1951.4,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,291.0,D,Gas,1.0,3.0,1.0,6,1.0,1,0
10302,10613637.0,380000.0,1050.0,apartment,apartment,ixelles,,70.0,1.0,1.0,1973.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
10303,10614029.0,495000.0,1000.0,apartment,apartment,brussels city,Urban,148.0,3.0,2.0,2008.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,159.0,D,Gas,1.0,4.0,0.0,1,1.0,1,0
10304,10613512.0,680000.0,1040.0,apartment,apartment,etterbeek,Urban,115.0,3.0,2.0,2021.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3914.0,A,Gas,1.0,3.0,0.0,1,1.0,1,0
