,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
17826,10506553.0,260000.0,9290.0,apartment,ground floor,berlare,,103.0,2.0,1.0,2002.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,B,Gas,1.0,2.8,1.0,11,0.0,1,0
17827,10561384.0,262000.0,9200.0,apartment,apartment,dendermonde,Urban,118.0,2.0,1.0,1996.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,B,Gas,1.0,3.0,1.0,11,0.0,1,0
17828,9924772.0,265000.0,1785.0,apartment,ground floor,merchtem,Fitted out,110.0,3.0,1.0,2008.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,F,Electric,1.0,3.0,0.0,3,0.0,1,0
17829,10582522.0,265000.0,3001.0,apartment,apartment,leuven,"Living area (residential, urban or rural)",65.0,2.0,1.0,1994.0,2.2,0.0,0.0,0.0,1.0,19.2,0.0,0.0,138.0,B,Gas,1.0,3.0,0.0,3,0.0,1,0
17830,10581754.0,265000.0,8370.0,apartment,penthouse,blankenberge,,49.0,1.0,1.0,2003.0,2.6,0.0,0.0,0.0,1.0,63.0,1.0,0.0,299.0,C,,1.0,3.4,0.0,10,0.0,0,1
17831,10491567.0,266000.0,2170.0,apartment,apartment,merksem,,85.0,2.0,1.0,1962.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,D,Gas,1.0,4.0,1.0,4,0.0,1,0
17832,10586061.0,267000.0,2900.0,apartment,duplex,schoten,Urban,104.0,3.0,1.0,1967.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,299.0,C,Gas,1.0,3.2,0.0,4,1.0,0,1
17833,10555274.0,269000.0,2000.0,apartment,duplex,antwerp,,107.0,2.0,2.0,1850.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,281.0,C,,1.0,3.0,0.0,4,1.0,0,1
17835,10560283.0,270000.0,9940.0,apartment,apartment,ertvelde,,70.0,2.0,1.0,2007.0,2.4,0.0,0.0,0.0,1.0,29.8,0.0,0.0,186.0,B,,1.0,3.4,1.0,11,1.0,1,0
17836,10175978.0,275000.0,1420.0,apartment,apartment,braine-l'alleud,,75.0,2.0,1.0,2005.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,184.0,C,Electric,1.0,4.0,2.0,2,1.0,1,0
17837,10166459.0,275000.0,8400.0,apartment,apartment,oostende,Urban,67.0,2.0,1.0,1997.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,262.0,C,,1.0,3.2,0.0,10,1.0,1,0
17838,10491063.0,275000.0,8420.0,apartment,apartment,wenduine,,75.0,2.0,1.0,1969.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,183.0,B,Gas,1.0,4.0,1.0,10,0.0,1,0
17839,10451136.0,275000.0,9160.0,apartment,apartment,lokeren,Urban,101.0,2.0,1.0,2022.0,3.0,0.0,0.0,0.0,1.0,2.6,0.0,0.0,157.0,B,,1.0,4.0,0.0,11,0.0,1,0
17840,10582447.0,275000.0,9420.0,apartment,ground floor,erpe-mere,Urban,92.0,2.0,1.0,2013.0,2.4,0.0,0.0,0.0,1.0,11.0,1.0,50.0,142.0,B,Gas,1.0,3.0,1.0,11,0.0,1,0
17841,10500658.0,277000.0,3590.0,apartment,apartment,diepenbeek,Urban,77.0,1.0,1.0,2022.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,48.0,A,,1.0,4.0,1.0,5,0.0,1,0
17842,10463032.0,277500.0,8570.0,apartment,apartment,vichte,,111.0,2.0,1.0,2009.8,2.4,0.0,0.0,0.0,1.0,12.0,1.0,0.0,19632000732510.4,Not specified,,1.0,3.0,2.0,10,0.0,1,0
17843,10537373.0,279000.0,6534.0,apartment,ground floor,gozée,"Living area (residential, urban or rural)",111.0,2.0,2.0,2023.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,47.0,A,Solar,1.0,4.0,1.0,8,0.0,1,0
17844,10536532.0,279000.0,8830.0,apartment,apartment,hooglede,,107.0,2.0,1.0,2011.8,2.2,0.0,0.0,0.0,1.0,8.0,0.0,0.0,54.0,A,Gas,1.0,4.0,0.0,10,0.0,1,0
17845,10587494.0,279500.0,1730.0,apartment,apartment,asse,,81.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,19632000732794.6,Not specified,,1.0,2.4,1.0,3,1.0,1,0
17846,10064811.0,285000.0,1190.0,apartment,apartment,forest,,78.0,2.0,1.0,1960.8,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,479.0,G,Gas,1.0,3.0,0.0,1,0.0,1,0
17847,10415007.0,285000.0,1495.0,apartment,duplex,villers-la-ville,,205.0,3.0,2.0,2009.0,4.0,0.0,0.0,0.0,1.0,17.0,1.0,130.0,216.0,C,Fuel oil,1.0,3.0,0.0,2,0.0,0,1
17848,10452728.0,285000.0,8400.0,apartment,apartment,oostende,Urban,63.0,1.0,1.0,1979.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,B,Gas,1.0,3.0,0.0,10,1.0,1,0
17849,10567018.0,285000.0,8620.0,apartment,apartment,nieuwpoort,,33.0,1.0,1.0,1981.0,2.2,0.0,0.0,0.0,1.0,18.2,0.0,0.0,344.0,D,Electric,1.0,4.0,0.0,10,0.0,1,0
17850,10541454.0,285000.0,9870.0,apartment,duplex,zulte,,135.0,2.0,1.0,2002.0,2.4,0.0,0.0,0.0,1.0,10.0,0.0,0.0,116.0,B,Gas,1.0,3.0,2.0,11,0.0,0,1
17851,10536531.0,285500.0,8830.0,apartment,apartment,hooglede,,106.0,2.0,1.0,2011.8,2.2,0.0,0.0,0.0,1.0,9.0,0.0,0.0,54.0,A,Gas,1.0,4.0,0.0,10,0.0,1,0
17852,10528559.0,289000.0,9000.0,apartment,apartment,gent,,58.0,1.0,1.0,2008.8,2.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,161.0,B,,1.0,3.0,0.0,11,1.0,1,0
17853,10465235.0,290000.0,1435.0,apartment,duplex,mont-saint-guibert,,125.0,3.0,1.0,1971.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,C,,1.0,2.8,2.0,2,0.0,0,1
17854,10587492.0,292500.0,1730.0,apartment,apartment,asse,,86.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,19632000732794.6,Not specified,,1.0,2.4,1.0,3,1.0,1,0
17855,10244648.0,295000.0,8501.0,apartment,apartment,heule,,140.0,3.0,1.0,1976.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,6.4,162.0,B,,1.0,3.0,3.0,10,0.0,1,0
17856,10562657.0,295000.0,8530.0,apartment,apartment,harelbeke,Fitted out,105.0,2.2,1.0,2021.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,A,,1.0,3.0,2.0,10,0.0,1,0
17857,10586429.0,295000.0,8750.0,apartment,apartment,wingene,Fitted out,195.0,3.0,3.0,1997.0,3.6,0.0,0.0,0.0,1.0,5.2,0.0,0.0,165.0,B,Gas,1.0,3.0,0.0,10,0.0,1,0
17858,10554850.0,298000.0,1030.0,apartment,apartment,schaerbeek,,95.0,3.0,1.0,2004.4,2.0,0.0,0.0,0.0,1.0,9.2,0.0,0.0,207.0,D,Fuel oil,1.0,3.0,0.0,1,1.0,1,0
17859,8993657.0,298000.0,4100.0,apartment,apartment,boncelles,,95.0,2.0,1.0,2018.6,3.2,0.0,0.0,0.0,1.0,6.0,0.0,0.0,89.0,Not specified,Gas,1.0,4.0,0.0,6,1.0,1,0
17860,10187818.0,299000.0,1410.0,apartment,apartment,waterloo,,80.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,513.0,G,Gas,1.0,3.0,2.0,2,0.0,1,0
17861,10585851.0,299000.0,2000.0,apartment,apartment,antwerp,Urban,65.0,1.0,1.0,1994.2,2.0,0.0,0.0,0.0,1.0,13.6,0.0,0.0,89.0,A,,1.0,3.0,1.0,4,1.0,1,0
17862,10579170.0,299000.0,9000.0,apartment,ground floor,gent,Urban,64.0,1.0,1.0,1961.0,2.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,368.0,D,Fuel oil,1.0,3.0,0.0,11,1.0,1,0
17864,8991263.0,304000.0,4100.0,apartment,penthouse,boncelles,,94.0,2.0,1.0,2018.6,3.2,0.0,0.0,0.0,1.0,20.0,0.0,0.0,89.0,Not specified,Gas,1.0,4.0,0.0,6,1.0,0,1
17865,10451137.0,308000.0,9160.0,apartment,apartment,lokeren,Urban,110.0,2.0,1.0,2022.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,129.0,B,,1.0,4.0,0.0,11,0.0,1,0
17866,10400779.0,308000.0,9160.0,apartment,apartment,lokeren,Urban,110.0,2.0,1.0,2022.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,160.0,B,,1.0,4.0,0.0,11,0.0,1,0
17867,10553531.0,309000.0,2250.0,apartment,duplex,olen,"Living area (residential, urban or rural)",117.0,2.0,1.0,2023.0,2.8,0.0,0.0,0.0,1.0,13.0,0.0,0.0,19632000732595.4,Not specified,,1.0,2.8,0.0,4,0.0,0,1
17868,10543438.0,310000.0,2140.0,apartment,apartment,antwerpen,"Living area (residential, urban or rural)",140.0,2.0,1.0,1996.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,112.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
17869,10359141.0,310800.0,1853.0,apartment,apartment,strombeek-bever,"Living area (residential, urban or rural)",92.0,2.0,1.0,2022.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,19632000732681.4,Not specified,,1.0,2.8,0.0,3,0.0,1,0
17870,10511099.0,319000.0,1070.0,apartment,apartment,anderlecht,,107.0,3.0,1.0,2007.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,273.0,E,Electric,1.0,4.0,1.0,1,1.0,1,0
17871,10553534.0,319000.0,2250.0,apartment,ground floor,olen,"Living area (residential, urban or rural)",114.0,2.0,1.0,2023.0,2.8,0.0,0.0,0.0,1.0,29.0,1.0,112.0,19632000732595.4,Not specified,,1.0,2.8,0.0,4,0.0,1,0
17872,10524843.0,320000.0,1180.0,apartment,apartment,uccle,,70.0,2.0,1.0,1977.8,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,19632000732569.4,Not specified,,1.0,1.4,0.0,1,1.0,1,0
17873,10495283.0,320000.0,4000.0,apartment,apartment,liège,Urban,120.0,2.0,1.0,1991.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,C,Gas,1.0,3.0,0.0,6,1.0,1,0
17874,10564441.0,324000.0,2060.0,apartment,duplex,antwerpen,,98.0,2.0,1.0,1875.0,2.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,128.0,B,,1.0,3.4,0.0,4,0.0,0,1
17875,10587493.0,324500.0,1730.0,apartment,apartment,asse,,103.0,2.0,1.0,2023.0,2.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,19632000732794.6,Not specified,,1.0,2.6,1.0,3,1.0,1,0
17877,10498900.0,325000.0,2170.0,apartment,apartment,antwerpen merksem,Urban,146.0,2.0,1.0,1890.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,B,,1.0,3.0,0.0,4,0.0,1,0
17878,10553533.0,329000.0,2250.0,apartment,duplex,olen,"Living area (residential, urban or rural)",131.0,3.0,1.0,2023.0,2.8,0.0,0.0,0.0,1.0,32.0,0.0,0.0,19632000732595.4,Not specified,,1.0,2.8,0.0,4,0.0,0,1
17879,10461252.0,329000.0,8660.0,apartment,apartment,de panne,,54.0,1.0,1.0,2012.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,214.0,C,Electric,1.0,4.0,0.0,10,0.0,1,0
17880,10461157.0,329000.0,8660.0,apartment,apartment,de panne,,54.0,1.0,1.0,2012.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,214.0,C,Electric,1.0,4.0,0.0,10,0.0,1,0
17881,10461255.0,330000.0,8620.0,apartment,apartment,nieuwpoort,,80.0,2.0,1.0,1987.0,2.4,0.0,1.0,0.0,1.0,3.0,0.0,0.0,516.0,F,Electric,1.0,4.0,0.0,10,0.0,1,0
17882,10410786.0,335000.0,1030.0,apartment,ground floor,schaerbeek,,80.0,2.0,1.6,1985.6,2.6,0.0,0.0,0.0,0.0,0.0,1.0,55.0,300.0,F,Gas,0.0,3.0,0.0,1,1.0,1,0
17883,10570474.0,335000.0,4122.0,apartment,apartment,neupré,Countryside,115.0,2.0,2.0,2012.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,C,Electric,1.0,4.0,2.0,6,0.0,1,0
17884,10566562.0,345000.0,2610.0,apartment,apartment,antwerpen,,100.0,2.0,1.0,1972.6,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,109.0,B,,1.0,3.0,0.0,4,0.0,1,0
17885,10242886.0,345000.0,6700.0,apartment,apartment,arlon,,110.0,2.0,1.0,2003.2,2.4,0.0,0.0,0.0,1.0,17.2,0.0,0.0,157.0,B,Electric,1.0,3.2,2.0,9,0.0,1,0
17886,10523813.0,349000.0,3050.0,apartment,duplex,oud-heverlee,Urban,117.0,2.0,1.0,1994.0,2.4,0.0,0.0,0.0,1.0,12.6,1.0,178.4,340.0,D,,1.0,4.0,1.0,3,0.0,0,1
17887,10113715.0,349000.0,7700.0,apartment,apartment,mouscron,,190.0,4.0,2.0,2022.0,2.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,162.0,B,Gas,1.0,4.0,1.0,8,0.0,1,0
17888,10563903.0,349000.0,8400.0,apartment,apartment,oostende,"Living area (residential, urban or rural)",96.0,2.0,1.0,2003.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,A,,1.0,4.0,1.0,10,1.0,1,0
17889,10581580.0,350000.0,1755.0,apartment,apartment,gooik,"Living area (residential, urban or rural)",165.0,3.0,1.0,1951.0,2.4,0.0,0.0,0.0,1.0,16.2,0.0,0.0,363.0,D,Gas,1.0,3.0,0.0,3,0.0,1,0
17890,10485447.0,350000.0,1755.0,apartment,apartment,gooik,Countryside,165.0,3.0,1.0,1951.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,363.0,D,Gas,1.0,3.0,0.0,3,0.0,1,0
17892,10527093.0,355000.0,1180.0,apartment,apartment,uccle - ukkel,,85.0,2.0,1.0,2007.2,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,99.0,C,Fuel oil,1.0,4.0,0.0,1,1.0,1,0
17893,10506907.0,359000.0,3680.0,apartment,apartment,maaseik,Urban,263.0,3.0,1.0,1992.0,2.2,0.0,0.0,0.0,1.0,4.0,0.0,0.0,195.0,B,Gas,1.0,4.0,4.0,5,0.0,1,0
17894,10516668.0,359000.0,9280.0,apartment,apartment,lebbeke,,110.0,2.0,1.0,2021.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,55.0,A,,1.0,4.0,2.0,11,0.0,1,0
17895,8991262.0,363000.0,4100.0,apartment,penthouse,boncelles,,113.0,3.0,1.0,2018.6,3.2,0.0,0.0,0.0,1.0,19.0,0.0,0.0,89.0,Not specified,Gas,1.0,4.0,0.0,6,1.0,0,1
17897,8993656.0,369000.0,4100.0,apartment,apartment,boncelles,,113.0,3.0,1.0,2018.6,3.2,0.0,0.0,0.0,1.0,40.0,0.0,0.0,89.0,Not specified,Gas,1.0,4.0,0.0,6,1.0,1,0
17898,10531160.0,369000.0,8400.0,apartment,apartment,oostende,"Living area (residential, urban or rural)",68.0,2.0,1.0,2011.0,2.0,0.0,0.0,0.0,1.0,10.2,0.0,0.0,119.0,B,,1.0,4.0,0.0,10,1.0,1,0
17899,10505763.0,370000.0,8430.0,apartment,penthouse,middelkerke,Urban,89.0,2.0,1.0,1999.0,2.0,0.0,0.0,0.0,1.0,68.0,0.0,0.0,340.0,D,Electric,1.0,3.0,1.0,10,0.0,0,1
17900,10422786.0,370000.0,9270.0,apartment,apartment,laarne,Urban,285.0,3.0,2.0,1987.0,3.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,211.0,C,Gas,1.0,3.0,1.0,11,0.0,1,0
17904,10348798.0,380000.0,8400.0,apartment,apartment,oostende,Urban,106.0,3.0,2.0,1969.0,2.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,173.0,B,Fuel oil,1.0,3.6,0.0,10,1.0,1,0
17905,10489067.0,380000.0,8620.0,apartment,apartment,nieuwpoort,,60.0,1.0,1.0,2000.0,2.2,0.0,1.0,0.0,1.0,2.0,0.0,0.0,298.0,C,Electric,1.0,4.0,0.0,10,0.0,1,0
17906,10461276.0,380000.0,8620.0,apartment,apartment,nieuwpoort,,60.0,1.0,1.0,2000.0,2.4,0.0,1.0,0.0,1.0,0.6,0.0,0.0,298.0,C,Electric,1.0,4.0,0.0,10,0.0,1,0
17907,10461145.0,380000.0,8620.0,apartment,apartment,nieuwpoort,,60.0,1.0,1.0,2000.0,2.4,0.0,1.0,0.0,1.0,0.6,0.0,0.0,298.0,C,Electric,1.0,4.0,0.0,10,0.0,1,0
17908,10465871.0,385000.0,3190.0,apartment,apartment,boortmeerbeek,,162.0,3.0,1.0,2005.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,C,,1.0,3.0,2.0,3,0.0,1,0
17909,10566738.0,385000.0,9090.0,apartment,apartment,melle,,88.0,2.0,1.0,2018.0,3.0,0.0,0.0,0.0,1.0,24.0,1.0,142.0,80.0,A,Gas,1.0,3.4,2.0,11,1.0,1,0
17910,10458087.0,389000.0,2000.0,apartment,apartment,antwerp,Urban,120.0,2.0,1.0,1938.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,E,,1.0,3.0,0.0,4,1.0,1,0
17912,10385356.0,389000.0,8620.0,apartment,apartment,nieuwpoort,,100.0,2.0,2.0,1991.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,456.0,E,Electric,1.0,3.0,2.0,10,0.0,1,0
17913,10428849.0,395000.0,1630.0,apartment,duplex,linkebeek,,170.0,3.0,1.0,1950.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,E,Gas,1.0,2.0,0.0,3,1.0,0,1
17915,10451306.0,395000.0,8300.0,apartment,flat studio,knokke,,32.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,125.0,B,Gas,1.0,4.0,0.0,10,0.0,1,0
17917,10560875.0,399000.0,8300.0,apartment,flat studio,knokke-heist,,40.0,1.4,1.0,1964.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19632000732664.8,Not specified,Gas,1.0,4.0,0.0,10,0.0,1,0
17918,10378196.0,399000.0,8430.0,apartment,apartment,middelkerke,,95.0,3.0,1.0,1980.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,386.0,D,Electric,1.0,3.0,0.0,10,0.0,1,0
17919,10565653.0,399000.0,8620.0,apartment,apartment,nieuwpoort,,89.0,2.0,2.0,2007.0,2.0,0.0,0.0,0.0,1.0,10.6,0.0,0.0,316.0,D,Electric,1.0,4.0,0.0,10,0.0,1,0
17920,10563964.0,399000.0,8620.0,apartment,apartment,nieuwpoort,,89.0,2.0,2.0,2007.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,316.0,D,Electric,1.0,4.0,0.0,10,0.0,1,0
17921,10557873.0,399000.0,8620.0,apartment,apartment,nieuwpoort,,89.0,2.0,2.0,2007.0,2.4,0.0,0.0,0.0,1.0,13.2,0.0,0.0,316.0,D,Electric,1.0,4.0,0.0,10,0.0,1,0
17922,10546766.0,399000.0,9260.0,apartment,apartment,schellebelle,Countryside,220.0,4.0,1.0,1994.0,2.2,0.0,0.0,0.0,1.0,7.4,1.0,0.0,172.0,B,Fuel oil,1.0,4.0,2.0,11,0.0,1,0
17923,10491206.0,399500.0,8400.0,apartment,apartment,oostende,,85.0,2.0,1.0,1964.0,2.2,0.0,0.0,0.0,1.0,2.4,0.0,0.0,133.0,B,,1.0,4.0,0.0,10,1.0,1,0
17924,10534757.0,415000.0,1200.0,apartment,apartment,woluwe-st-lambert,"Living area (residential, urban or rural)",96.0,2.0,1.0,1955.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,188.0,D,Gas,1.0,3.0,1.0,1,1.0,1,0
17925,10549504.0,415000.0,9000.0,apartment,service flat,gent,Fitted out,81.0,2.0,1.0,2016.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,62.0,A,,1.0,3.0,1.0,11,1.0,1,0
17926,10414657.0,425000.0,8620.0,apartment,apartment,nieuwpoort,,128.0,3.0,2.0,2005.0,2.4,0.0,0.0,0.0,1.0,5.6,1.0,0.0,445.0,E,Electric,1.0,3.6,0.0,10,0.0,1,0
17927,10481708.0,430000.0,1050.0,apartment,ground floor,ixelles,Urban,120.0,1.0,1.0,1940.0,2.0,0.0,0.0,0.0,1.0,10.0,1.0,70.0,19632000732558.0,Not specified,Gas,1.0,1.0,0.0,1,1.0,1,0
17928,10498190.0,435000.0,3000.0,apartment,apartment,leuven,,91.0,2.0,1.0,2017.0,2.6,0.0,0.0,0.0,1.0,9.0,0.0,0.0,96.0,A,,1.0,3.2,0.0,3,1.0,1,0
17929,10217195.0,445000.0,9000.0,apartment,service flat,gent,Fitted out,81.0,2.0,1.0,2020.0,3.2,0.0,0.0,0.0,1.0,8.0,0.0,0.0,70.0,A,Gas,1.0,3.0,1.0,11,1.0,1,0
17930,10473594.0,450000.0,1000.0,apartment,apartment,bruxelles ville,,106.0,2.0,1.0,2014.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,77.0,B,Gas,1.0,4.0,2.0,1,1.0,1,0
17931,10558623.0,465000.0,3500.0,apartment,apartment,hasselt,,99.0,2.0,1.0,2020.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19632000732597.8,Not specified,Gas,0.8,3.0,0.0,5,1.0,1,0
17932,10498018.0,465000.0,8400.0,apartment,apartment,oostende,Urban,104.0,2.0,1.4,2008.0,2.2,0.0,0.0,0.0,1.0,4.2,0.0,0.0,96.0,A,,1.0,3.4,0.0,10,1.0,1,0
17934,10565656.0,495000.0,8620.0,apartment,apartment,nieuwpoort,,107.0,3.0,1.0,2000.0,2.0,0.0,0.0,0.0,1.0,10.6,0.0,0.0,311.0,D,Electric,1.0,4.0,0.0,10,0.0,1,0
17938,10461467.0,545000.0,3000.0,apartment,apartment,leuven,,190.0,4.0,2.0,1970.0,2.4,0.0,0.0,0.0,1.0,13.0,0.0,0.0,211.0,C,Gas,1.0,3.6,0.0,3,1.0,1,0
17939,10340335.0,549000.0,8820.0,apartment,apartment,torhout,,164.0,2.0,1.0,2015.0,2.0,0.0,0.0,0.0,1.0,10.8,0.0,0.0,19632000732564.8,Not specified,,1.0,4.0,2.0,10,0.0,1,0
17940,10519758.0,550000.0,8620.0,apartment,apartment,nieuwpoort,,94.0,3.0,1.0,1967.0,2.4,0.0,0.0,0.0,1.0,7.6,0.0,0.0,144.0,B,Gas,1.0,1.0,0.0,10,0.0,1,0
17941,10453778.0,579000.0,1180.0,apartment,duplex,uccle,Shop street,132.0,2.0,1.0,1956.0,2.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,19632000732658.0,Not specified,Gas,1.0,4.0,0.0,1,1.0,0,1
17942,10285011.0,579000.0,3140.0,apartment,penthouse,keerbergen,,207.0,2.0,2.0,1958.0,2.4,0.0,1.0,0.0,1.0,15.2,0.0,0.0,168.0,B,Gas,1.0,4.0,2.0,3,0.0,0,1
17944,10397059.0,599000.0,8300.0,apartment,apartment,knokke,,90.0,2.0,1.0,1977.0,2.0,0.0,0.0,0.0,1.0,2.8,0.0,0.0,102.0,B,,1.0,3.0,1.0,10,0.0,1,0
17945,10572294.0,599000.0,8620.0,apartment,apartment,nieuwpoort,,120.0,2.0,2.0,2000.0,2.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,168.0,B,Electric,1.0,4.0,0.0,10,0.0,1,0
17946,10572292.0,599000.0,8620.0,apartment,apartment,nieuwpoort,,120.0,2.0,2.0,2000.0,2.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,168.0,B,Electric,1.0,4.0,0.0,10,0.0,1,0
17947,10329969.0,610000.0,8420.0,apartment,apartment,wenduine,,146.0,3.0,2.0,2024.0,2.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,19632000732570.4,Not specified,,1.0,3.8,5.0,10,0.0,1,0
17949,10539469.0,639000.0,5100.0,apartment,apartment,namur,,135.0,3.0,2.0,2012.0,3.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,80.0,A,Gas,1.0,4.0,1.0,7,0.0,1,0
17950,10460893.0,649000.0,8620.0,apartment,apartment,nieuwpoort,,92.0,3.0,2.0,1992.0,2.4,0.0,0.0,0.0,1.0,0.6,0.0,0.0,372.0,D,,1.0,4.0,0.0,10,0.0,1,0
17952,10569760.0,675000.0,8300.0,apartment,apartment,knokke,,62.0,2.0,1.0,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,B,,1.0,3.6,0.0,10,0.0,1,0
17953,10139065.0,675000.0,8300.0,apartment,apartment,knokke-heist,Urban,55.0,2.0,1.0,2001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,B,,1.0,4.0,0.0,10,0.0,1,0
17954,10525748.0,675000.0,8670.0,apartment,apartment,oostduinkerke,,95.0,3.0,1.0,1975.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,B,,1.0,3.0,0.0,10,0.0,1,0
17955,10547445.0,685000.0,8300.0,apartment,apartment,knokke,,82.0,2.0,1.0,1991.0,2.0,0.0,0.0,0.0,1.0,6.8,0.0,0.0,186.0,B,Gas,1.0,4.0,0.0,10,0.0,1,0
17956,10376787.0,690000.0,1180.0,apartment,penthouse,uccle,,213.0,3.0,3.0,1986.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,B,Gas,1.0,4.0,1.0,1,1.0,0,1
17957,10474247.0,690000.0,8400.0,apartment,apartment,oostende,Urban,150.0,3.0,2.0,2006.0,2.4,0.0,0.0,0.0,1.0,16.0,0.0,0.0,76.0,A,Gas,1.0,2.6,1.0,10,1.0,1,0
17958,10570214.0,695000.0,2000.0,apartment,apartment,antwerp,,130.0,2.0,2.0,1998.6,2.2,0.0,0.0,0.0,1.0,30.0,0.0,0.0,168.0,B,Gas,1.0,4.0,2.0,4,1.0,1,0
17959,10582031.0,695000.0,8300.0,apartment,apartment,knokke,,60.0,2.0,1.0,1981.0,3.0,0.0,1.0,0.0,1.0,19.8,0.0,0.0,252.0,C,,1.0,3.0,0.0,10,0.0,1,0
17960,10545646.0,695000.0,8300.0,apartment,apartment,knokke,,82.0,2.0,1.0,1991.0,2.0,0.0,1.0,0.0,1.0,6.2,0.0,0.0,186.0,B,Gas,1.0,4.0,0.0,10,0.0,1,0
17961,10407403.0,699000.0,1150.0,apartment,penthouse,woluwe-saint-pierre,,176.0,3.0,1.0,1950.0,2.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,489.0,G,Gas,1.0,3.0,0.0,1,1.0,0,1
